Date,Open,High,Low,Close,Adj_Close,Volume,Name
2022-12-30,3829.06,3839.85,3800.34,3839.5,3839.5,"2,979,870,000",S&P500
2022-12-29,3805.45,3858.19,3805.45,3849.28,3849.28,"3,003,680,000",S&P500
2022-12-28,3829.56,3848.32,3780.78,3783.22,3783.22,"3,083,520,000",S&P500
2022-12-27,3843.34,3846.65,3813.22,3829.25,3829.25,"3,030,300,000",S&P500
2022-12-23,3815.11,3845.8,3797.01,3844.82,3844.82,"2,819,280,000",S&P500
2022-12-22,3853.26,3853.26,3764.49,3822.39,3822.39,"3,956,950,000",S&P500
2022-12-21,3839.49,3889.82,3839.49,3878.44,3878.44,"3,775,200,000",S&P500
2022-12-20,3810.47,3838.24,3795.62,3821.62,3821.62,"3,985,370,000",S&P500
2022-12-19,3853.79,3854.86,3800.04,3817.66,3817.66,"3,969,610,000",S&P500
2022-12-16,3890.91,3890.91,3827.91,3852.36,3852.36,"7,493,660,000",S&P500
2022-12-15,3958.37,3958.37,3879.45,3895.75,3895.75,"4,493,900,000",S&P500
2022-12-14,4015.54,4053.76,3965.65,3995.32,3995.32,"4,472,340,000",S&P500
2022-12-13,4069.38,4100.96,3993.03,4019.65,4019.65,"5,079,360,000",S&P500
2022-12-12,3939.29,3990.71,3935.3,3990.56,3990.56,"3,904,130,000",S&P500
2022-12-09,3954.17,3977.02,3933.04,3934.38,3934.38,"3,888,260,000",S&P500
2022-12-08,3947.79,3974.19,3935.83,3963.51,3963.51,"4,006,900,000",S&P500
2022-12-07,3933.28,3957.57,3922.68,3933.92,3933.92,"4,118,050,000",S&P500
2022-12-06,3996.63,4001.51,3918.39,3941.26,3941.26,"4,368,380,000",S&P500
2022-12-05,4052.02,4052.45,3984.49,3998.84,3998.84,"4,280,820,000",S&P500
2022-12-02,4040.17,4080.48,4026.63,4071.7,4071.7,"4,012,620,000",S&P500
2022-12-01,4087.14,4100.51,4050.87,4076.57,4076.57,"4,527,130,000",S&P500
2022-11-30,3957.18,4080.11,3938.58,4080.11,4080.11,"6,579,360,000",S&P500
2022-11-29,3964.19,3976.77,3937.65,3957.63,3957.63,"3,546,040,000",S&P500
2022-11-28,4005.36,4012.27,3955.77,3963.94,3963.94,"3,615,430,000",S&P500
2022-11-25,4023.34,4034.02,4020.76,4026.12,4026.12,"1,706,460,000",S&P500
2022-11-23,4000.3,4033.78,3998.66,4027.26,4027.26,"3,279,720,000",S&P500
2022-11-22,3965.51,4005.88,3956.88,4003.58,4003.58,"3,887,990,000",S&P500
2022-11-21,3956.23,3962.0,3933.34,3949.94,3949.94,"3,850,690,000",S&P500
2022-11-18,3966.39,3979.89,3935.98,3965.34,3965.34,"4,037,360,000",S&P500
2022-11-17,3919.26,3954.33,3906.54,3946.56,3946.56,"4,051,780,000",S&P500
2022-11-16,3976.82,3983.09,3954.34,3958.79,3958.79,"4,165,320,000",S&P500
2022-11-15,4006.41,4028.84,3953.17,3991.73,3991.73,"5,015,310,000",S&P500
2022-11-14,3977.97,4008.97,3956.4,3957.25,3957.25,"4,561,930,000",S&P500
2022-11-11,3963.72,4001.48,3944.82,3992.93,3992.93,"5,593,310,000",S&P500
2022-11-10,3859.89,3958.33,3859.89,3956.37,3956.37,"5,781,260,000",S&P500
2022-11-09,3810.94,3818.2,3744.22,3748.57,3748.57,"4,645,010,000",S&P500
2022-11-08,3817.02,3859.4,3786.28,3828.11,3828.11,"4,607,640,000",S&P500
2022-11-07,3780.71,3813.95,3764.7,3806.8,3806.8,"4,341,620,000",S&P500
2022-11-04,3766.98,3796.34,3708.84,3770.55,3770.55,"5,400,180,000",S&P500
2022-11-03,3733.25,3750.59,3698.15,3719.89,3719.89,"4,625,290,000",S&P500
2022-11-02,3852.9,3894.44,3758.68,3759.69,3759.69,"4,899,000,000",S&P500
2022-11-01,3901.79,3911.79,3843.8,3856.1,3856.1,"4,481,210,000",S&P500
