,Date,Open,Volume,Market Capitalization,Coin Name
29,2018-01-31 00:00:00.000,11.19699597843848,42972024.766663365,1108659359.8091078,binancecoin
30,2018-02-01 00:00:00.000,11.060884298912091,36333499.300231285,1095182397.9724815,binancecoin
31,2018-02-02 00:00:00.000,9.325947142633932,50159867.81590287,923399330.3807564,binancecoin
32,2018-02-03 00:00:00.000,9.740629328382928,76681839.67066537,964458672.3205072,binancecoin
33,2018-02-04 00:00:00.000,9.507364513289662,46646742.92813017,941362189.9188626,binancecoin
34,2018-02-05 00:00:00.000,8.51527803867523,35961109.27987927,843131739.7213892,binancecoin
35,2018-02-06 00:00:00.000,6.713520258099269,39275202.513131216,664732494.835441,binancecoin
36,2018-02-07 00:00:00.000,8.37781942694591,87039779.54294518,829521412.7396224,binancecoin
37,2018-02-08 00:05:15.199,8.109465512755529,61403695.62455491,802950618.2799759,binancecoin
38,2018-02-09 00:00:00.000,4.577203302245898,11587.671755098949,453207207.7685754,binancecoin
39,2018-02-10 00:00:00.000,9.747117769748964,60316581.15830414,965101118.8539238,binancecoin
40,2018-02-11 00:00:00.000,9.2754824029214,65229742.99075238,918402614.6428596,binancecoin
41,2018-02-12 00:00:00.000,8.83116796269266,56010524.4620292,874409264.6580511,binancecoin
42,2018-02-13 00:00:00.000,9.278863138737044,39363124.17280945,918737354.8189096,binancecoin
43,2018-02-14 00:00:00.000,8.922887308671653,32245744.1982591,883490763.9808149,binancecoin
44,2018-02-15 00:00:00.000,10.397779036617438,54447353.56028043,1029525693.5316387,binancecoin
45,2018-02-16 00:00:00.000,10.87209362186023,89254053.91346844,1076489477.8748689,binancecoin
46,2018-02-17 00:00:00.000,10.91078933559054,53412734.61067651,1080320895.2741618,binancecoin
47,2018-02-18 00:00:00.000,11.687949238560709,62688786.24370038,1157270605.90685,binancecoin
48,2018-02-19 00:00:00.000,10.797374213449508,47228862.55360454,1069091210.3704896,binancecoin
49,2018-02-20 00:00:00.000,11.007558261351386,41888656.59707337,1089902373.6894462,binancecoin
50,2018-02-21 00:00:00.000,10.392173241115882,45938389.1736278,1028970641.295848,binancecoin
51,2018-02-22 00:00:00.000,8.94869817110816,35189026.57427994,886046400.7141033,binancecoin
52,2018-02-23 00:00:00.000,8.990992574312699,35718463.04963682,890234138.7529975,binancecoin
53,2018-02-24 00:00:00.000,9.765010876468184,41131296.05563933,966872786.922621,binancecoin
54,2018-02-25 00:00:00.000,9.15405487190094,35574365.07267414,906379589.0863996,binancecoin
55,2018-02-26 00:00:00.000,9.427560658591776,32280412.04446848,933460491.049806,binancecoin
56,2018-02-27 00:00:00.000,9.827892246888114,38588538.72668665,973098922.9333797,binancecoin
57,2018-02-28 00:00:00.000,10.701287953703003,79977644.38348779,1059577325.4479492,binancecoin
58,2018-03-01 00:00:00.000,10.447105118389164,55203824.26304551,1034409666.1921848,binancecoin
59,2018-03-02 00:00:00.000,10.415655165621732,56384054.42449901,1031295680.5688702,binancecoin
60,2018-03-03 00:00:00.000,10.261678568473718,37265320.11116873,1016049841.7788566,binancecoin
61,2018-03-04 00:00:00.000,10.13112365351402,30279416.36844259,1003123077.4290372,binancecoin
62,2018-03-05 00:00:00.000,10.109264452541389,26631550.052130178,1000958710.5039328,binancecoin
63,2018-03-06 00:00:00.000,10.06784873740695,30465412.86957508,996857974.8856118,binancecoin
64,2018-03-07 00:00:00.000,9.38834130782395,29147840.458225604,929577226.2528806,binancecoin
65,2018-03-08 00:00:00.000,9.031123735962373,65002364.84394967,894207685.5925784,binancecoin
66,2018-03-09 00:00:00.000,8.339594269160756,41046614.47883392,825736586.966683,binancecoin
67,2018-03-10 00:00:00.000,8.061428969815664,32369033.658473674,798194328.017328,binancecoin
68,2018-03-11 00:00:00.000,7.756667395001472,36291608.32309193,768018665.4486756,binancecoin
69,2018-03-12 00:00:00.000,8.288910980612451,38875800.57366294,820718231.8343612,binancecoin
70,2018-03-13 00:00:00.000,8.102033232695906,43400394.60564055,802214718.5021524,binancecoin
71,2018-03-14 00:00:00.000,10.36068080800096,201941778.26664183,1025852449.523407,binancecoin
72,2018-03-15 00:00:00.000,8.972114678018473,111221454.17565566,888364962.7293211,binancecoin
73,2018-03-16 00:00:00.000,9.12466717501761,85913410.62043405,903469795.6671937,binancecoin
74,2018-03-17 00:00:00.000,9.32083364878871,83020085.54486383,922893022.9011652,binancecoin
75,2018-03-18 00:00:00.000,9.190484020016696,80212949.57823303,909986584.7579333,binancecoin
76,2018-03-19 00:00:00.000,8.96181196941392,77379871.99165475,887344850.3395499,binancecoin
77,2018-03-20 00:00:00.000,8.853623882613032,72771669.66871382,876632715.1130468,binancecoin
78,2018-03-21 00:00:00.000,9.16201302653366,74877017.0722946,907167557.8092036,binancecoin
79,2018-03-22 00:00:00.000,10.031165435825256,105197718.48136656,993225814.462802,binancecoin
80,2018-03-23 00:00:00.000,10.090219945053995,97893022.54349376,999073037.6395766,binancecoin
81,2018-03-24 00:00:00.000,11.707239428229286,147337002.85046193,1159180604.7466946,binancecoin
82,2018-03-25 00:00:00.000,13.235912458917268,236705492.4991811,1310540636.2072344,binancecoin
83,2018-03-26 00:00:00.000,12.747660420336196,168402270.07559666,1262196848.859168,binancecoin
84,2018-03-27 00:00:00.000,12.09902186197356,119871884.1759774,1197972550.6414502,binancecoin
85,2018-03-28 00:00:00.000,11.48278508504472,90495209.15397514,1136956482.4106178,binancecoin
86,2018-03-29 00:00:00.000,11.615320787017932,79205168.2193997,1150079372.4057934,binancecoin
87,2018-03-30 00:00:00.000,10.210282293727676,68924948.49272239,1010960891.0311522,binancecoin
88,2018-03-31 00:00:00.000,10.461188567278032,67409065.3933609,1035804124.800467,binancecoin
89,2018-04-01 00:00:00.000,11.11551087825474,81370054.41539173,1100591194.0995147,binancecoin
90,2018-04-02 00:00:00.000,11.136879243545204,80970643.72677293,1294791444.408872,binancecoin
91,2018-04-03 00:00:00.000,12.680933121363951,107585265.75968131,1474305624.9065,binancecoin
92,2018-04-04 00:00:00.000,13.21698359959313,124785245.05225116,1536627713.330391,binancecoin
93,2018-04-05 00:00:00.000,12.262637544095591,105609578.09731336,1425673910.147174,binancecoin
94,2018-04-06 00:00:00.000,12.53762114375936,92117585.72276329,1457643944.517778,binancecoin
95,2018-04-07 00:00:00.000,12.304351591161453,73449971.57905291,1430523652.1683824,binancecoin
96,2018-04-08 00:00:00.000,12.400381856740026,71133704.51622066,1441688284.8770936,binancecoin
97,2018-04-09 00:00:00.000,12.060487434470405,65272953.58959079,1402171614.1533742,binancecoin
98,2018-04-10 00:00:00.000,11.887882933647376,66794341.40405678,1382104338.0300696,binancecoin
99,2018-04-11 00:00:00.000,12.022866451018963,72542391.71382695,1397797738.273252,binancecoin
100,2018-04-12 00:00:00.000,12.13922298893697,75009092.87898983,1411325536.0074863,binancecoin
101,2018-04-13 00:00:00.000,12.799931730343992,113951568.11847185,1488140594.060288,binancecoin
102,2018-04-14 00:00:00.000,13.417312721422798,127875331.9306724,1559918298.3622198,binancecoin
103,2018-04-15 00:00:00.000,13.086582059822462,80258419.79753803,1521467021.1525834,binancecoin
104,2018-04-16 00:00:00.000,12.959183256487508,94077376.4551113,1477881975.9162362,binancecoin
105,2018-04-17 00:00:00.000,12.184611133181534,60497045.978941895,1389548771.776384,binancecoin
106,2018-04-18 00:00:00.000,11.741575281205543,56935242.69900723,1339024391.700793,binancecoin
107,2018-04-19 00:00:00.000,12.218015022481854,67094297.6827928,1393358194.4032097,binancecoin
108,2018-04-20 00:00:00.000,12.371723835790444,60493856.27219845,1410887345.7572906,binancecoin
109,2018-04-21 00:00:00.000,12.302105756625004,57935931.57241976,1402948010.2019415,binancecoin
110,2018-04-22 00:00:00.000,13.28982921982262,115856304.74488458,1515589268.1082652,binancecoin
111,2018-04-23 00:00:00.000,12.852767058971173,64990541.231874175,1465746135.4745786,binancecoin
112,2018-04-24 00:00:00.000,13.560522838457365,111240576.581186,1546459517.5721395,binancecoin
113,2018-04-25 00:00:00.000,15.241439470736337,143003680.59745717,1738153418.699689,binancecoin
114,2018-04-26 00:00:00.000,13.342972207280583,117282813.389688,1521649762.9524257,binancecoin
115,2018-04-27 00:00:00.000,14.57726507688748,108207053.76125766,1662410114.0401974,binancecoin
116,2018-04-28 00:00:00.000,14.212057912211318,80240016.21620454,1620761417.8632853,binancecoin
117,2018-04-29 00:00:00.000,15.041869385737895,99627464.52096352,1715394188.7610571,binancecoin
118,2018-04-30 00:00:00.000,14.947588206817173,75309588.9914693,1704642241.494217,binancecoin
119,2018-05-01 00:00:00.000,14.246399877140531,57278364.03976756,1624677819.844948,binancecoin
120,2018-05-02 00:00:00.000,14.060864795619642,55954336.51180174,1603519159.8080504,binancecoin
121,2018-05-03 00:00:00.000,14.249383899103186,56616721.80263655,1625018121.558957,binancecoin
122,2018-05-04 00:00:00.000,15.44813976219602,158304.06359625087,1761725786.5811276,binancecoin
123,2018-05-05 00:00:00.000,14.237158896409744,52637986.47493238,1623623966.4815435,binancecoin
124,2018-05-06 00:00:00.000,14.291985373392782,50921808.15375907,1629876448.642845,binancecoin
125,2018-05-07 00:00:00.000,13.900459861655673,54728270.687702514,1585226374.2164342,binancecoin
126,2018-05-08 00:00:00.000,13.685278605630916,43558526.61882009,1560686826.1955512,binancecoin
127,2018-05-09 00:00:00.000,13.39634196480726,37886736.30083614,1527736118.9477546,binancecoin
128,2018-05-10 00:00:00.000,14.550455378709186,79023366.51001543,1659352701.4754343,binancecoin
129,2018-05-11 00:00:00.000,13.708279687569693,51803462.42248516,1563309899.2512448,binancecoin
130,2018-05-12 00:00:00.000,12.933453496550497,42048930.50332476,1474947720.9016292,binancecoin
131,2018-05-13 00:00:00.000,12.96616985132851,33423476.39878793,1478678736.2046115,binancecoin
132,2018-05-14 00:00:00.000,13.118135547834948,61394602.62819729,1496009100.2699542,binancecoin
133,2018-05-15 00:00:00.000,12.904868526380334,38779197.10038204,1471687854.0288124,binancecoin
134,2018-05-16 00:00:00.000,12.560588145112671,35452191.01162074,1432425675.2273564,binancecoin
135,2018-05-17 00:00:00.000,12.249370130238358,28066110.085547395,1396933971.3398504,binancecoin
136,2018-05-18 00:00:00.000,12.475591573103722,46569668.83196084,1422732556.5098777,binancecoin
137,2018-05-19 00:00:00.000,15.118121142296898,223791296.1781502,1724090037.443812,binancecoin
138,2018-05-20 00:00:00.000,14.162741043113783,122227608.08218308,1615137258.4926414,binancecoin
139,2018-05-21 00:00:00.000,14.005451311816811,85497899.5201013,1597199734.631781,binancecoin
140,2018-05-22 00:00:00.000,14.729696464866583,91489605.0583464,1679793586.161825,binancecoin
141,2018-05-23 00:00:00.000,13.86015042739797,78220692.84265582,1580629434.3345158,binancecoin
142,2018-05-24 00:00:00.000,12.629702695921232,59536572.45186048,1440307587.759335,binancecoin
143,2018-05-25 00:00:00.000,13.008157408916572,50239640.96586981,1483467051.4359033,binancecoin
144,2018-05-26 00:00:00.000,12.88668140310279,44892642.483370274,1469613771.0288522,binancecoin
145,2018-05-27 00:00:00.000,12.735682946504516,40360487.62503817,1452393712.250376,binancecoin
146,2018-05-28 00:00:00.000,12.56659476431438,33801373.20571146,1433110677.829658,binancecoin
147,2018-05-29 00:00:00.000,11.808105584008525,27335160.1323241,1346611593.2565355,binancecoin
148,2018-05-30 00:00:00.000,12.567559714363233,41481700.03268274,1433220721.9780145,binancecoin
149,2018-05-31 00:00:00.000,12.542380064852589,36184483.97301166,1430349202.2660728,binancecoin
150,2018-06-01 00:00:00.000,14.166035026553816,87593586.82940814,1615512908.6133814,binancecoin
151,2018-06-02 00:00:00.000,14.229618420589963,74811539.625106,1622764040.891842,binancecoin
152,2018-06-03 00:00:00.000,14.537630416988968,77636669.47720502,1657890126.2966597,binancecoin
153,2018-06-04 00:00:00.000,14.566818759817217,71492789.32595728,1661218802.5657556,binancecoin
154,2018-06-05 00:00:00.000,14.214286200106065,51177170.9191536,1621015534.6892936,binancecoin
155,2018-06-06 00:00:00.000,15.51641401780459,94295601.46947405,1769511870.7645185,binancecoin
156,2018-06-07 00:00:00.000,17.159400762279933,148007118.86154008,1956880198.5573869,binancecoin
157,2018-06-08 00:00:00.000,16.20269101643971,111167937.78677846,1847775784.986196,binancecoin
158,2018-06-09 00:00:00.000,16.146104672518778,85111373.28305948,1841322605.329069,binancecoin
159,2018-06-10 00:00:00.000,15.747315089231735,76221872.71889813,1795844126.812452,binancecoin
160,2018-06-11 00:00:00.000,14.10625147638306,67909109.5808562,1608695115.431129,binancecoin
161,2018-06-12 00:00:00.000,15.417220624574997,77096058.38934037,1758199728.2411382,binancecoin
162,2018-06-13 00:00:00.000,15.282627462203369,99165372.00633758,1742850550.3790982,binancecoin
163,2018-06-14 00:00:00.000,14.649565989283133,83930089.6511452,1670655403.3579748,binancecoin
164,2018-06-15 00:00:00.000,14.905439079541326,68071249.0444124,1699835500.6473053,binancecoin
165,2018-06-16 00:00:00.000,15.045699980302016,70426732.18899997,1715831034.7066166,binancecoin
166,2018-06-17 00:00:00.000,15.73444189997934,75525982.79505663,1794376051.703695,binancecoin
167,2018-06-18 00:00:00.000,16.46197644288104,100236199.44380932,1877345029.495765,binancecoin
168,2018-06-19 00:00:00.000,16.855544393510947,94382741.22793809,1922228028.133938,binancecoin
169,2018-06-20 00:00:00.000,16.645860782919755,72361370.75566037,1898315438.6673005,binancecoin
170,2018-06-21 00:00:00.000,16.01229751152146,56564944.995037496,1826063065.831044,binancecoin
171,2018-06-22 00:00:00.000,16.981511044063986,111887531.71363495,1936593427.4737797,binancecoin
172,2018-06-23 00:00:00.000,15.652665471370923,99332781.67913257,1785050164.0075653,binancecoin
173,2018-06-24 00:00:00.000,15.653166454808842,63854331.74143543,1785107296.8051488,binancecoin
174,2018-06-25 00:00:00.000,14.470529937807438,84535285.25979745,1650237902.675703,binancecoin
175,2018-06-26 00:00:00.000,14.92082824362076,54116260.14002157,1701590502.4047766,binancecoin
176,2018-06-27 00:00:00.000,14.136520785629418,32577626.881878544,1612147068.052941,binancecoin
177,2018-06-28 00:00:00.000,14.028818360581845,41990543.87172669,1599864544.5525942,binancecoin
178,2018-06-29 00:00:00.000,13.886803613019444,64273739.52385782,1583668999.5260031,binancecoin
179,2018-06-30 00:00:00.000,14.360680867684453,53245123.85152242,1637710573.0015488,binancecoin
180,2018-07-01 00:00:00.000,14.458728325138384,57100771.52375016,1648892031.5415514,binancecoin
181,2018-07-02 00:00:00.000,14.108894219619692,38129291.31498082,1608996498.823897,binancecoin
182,2018-07-03 00:00:00.000,14.543253328135938,48762214.33672038,1658531371.9299018,binancecoin
183,2018-07-04 00:00:00.000,14.074940988049802,46361943.5090334,1605124428.49228,binancecoin
184,2018-07-05 00:00:00.000,13.923171995620011,35074460.416417465,1587816496.796968,binancecoin
185,2018-07-06 00:00:00.000,13.347420490486046,41877391.50553463,1522157052.369004,binancecoin
186,2018-07-07 00:00:00.000,13.19453811065292,37168788.97262432,1504722148.5378237,binancecoin
187,2018-07-08 00:00:00.000,13.938075667185208,87890595.21145356,1589516130.729631,binancecoin
188,2018-07-09 00:00:00.000,13.688105768244826,65215134.15114451,1561009240.9659286,binancecoin
189,2018-07-10 00:00:00.000,13.094703831146363,40265946.386681214,1493336918.5057435,binancecoin
190,2018-07-11 00:00:00.000,12.72013500761332,43023689.86277281,1450620606.6352377,binancecoin
191,2018-07-12 00:00:00.000,12.568799844470536,46884407.00160276,1433362149.3915029,binancecoin
192,2018-07-13 00:00:00.000,11.95841386975193,32730630.803036656,1363752945.3698485,binancecoin
193,2018-07-14 00:00:00.000,11.976411308116662,36931088.80569448,1365805396.4596286,binancecoin
194,2018-07-15 00:00:00.000,12.054880819160436,25311091.2890958,1374754160.7333224,binancecoin
195,2018-07-16 00:00:00.000,12.190158389082102,36273801.31712622,1390181389.3300672,binancecoin
196,2018-07-17 00:00:00.000,13.187120853444473,46212449.1636394,1503876274.9566982,binancecoin
197,2018-07-18 00:00:00.000,13.69249108408238,72015223.66451941,1561509348.041581,binancecoin
198,2018-07-19 00:00:00.000,12.774962867980127,76653782.99531306,1252473840.6777298,binancecoin
199,2018-07-20 00:00:00.000,12.560322145505133,46084357.17160197,1231430187.3362465,binancecoin
200,2018-07-21 00:00:00.000,11.762541966259889,42054868.1729571,1153214789.3392544,binancecoin
201,2018-07-22 00:00:00.000,11.80520743200495,33854107.4574584,1157397766.644023,binancecoin
202,2018-07-23 00:00:00.000,11.682625029287127,26688719.37123344,1145379629.7368453,binancecoin
203,2018-07-24 00:00:00.000,11.72511953272386,33515422.322226528,1149545845.676345,binancecoin
204,2018-07-25 00:00:00.000,11.994781251309558,50640914.16929846,1175983828.4596317,binancecoin
205,2018-07-26 00:00:00.000,12.77635407471278,79858448.62880959,1252610236.380608,binancecoin
206,2018-07-27 00:00:00.000,13.261590918383792,74122593.0403259,1300183482.542776,binancecoin
207,2018-07-28 00:00:00.000,13.599102474726717,76658494.51151347,1333273550.9535017,binancecoin
208,2018-07-29 00:00:00.000,14.337311070736575,87767922.39809327,1405648474.0762308,binancecoin
209,2018-07-30 00:00:00.000,13.956364069654091,61644332.52631792,1368299938.626759,binancecoin
210,2018-07-31 00:00:00.000,13.213291912229888,36421565.29064192,1295448185.6684406,binancecoin
211,2018-08-01 00:00:00.000,13.741591218213548,72356815.21839547,1347243331.1910322,binancecoin
212,2018-08-02 00:00:00.000,13.585095297833456,54237393.0875071,1331900269.2600942,binancecoin
213,2018-08-03 00:00:00.000,14.17158563991308,53876934.1165838,1389400539.0343423,binancecoin
214,2018-08-04 00:00:00.000,14.089274426037234,68449024.48474343,1381330641.4354756,binancecoin
215,2018-08-05 00:00:00.000,13.840004034242977,61509915.39783665,1356891850.637866,binancecoin
216,2018-08-06 00:00:00.000,13.646506326688169,43738797.29493265,1337921085.755962,binancecoin
217,2018-08-07 00:00:00.000,13.684916505201953,48481735.55344943,1341686869.2107894,binancecoin
218,2018-08-08 00:00:00.000,13.087345849193452,40384597.29411334,1283100271.164136,binancecoin
219,2018-08-09 00:00:00.000,12.113592060116687,51791453.27336321,1187632193.434036,binancecoin
220,2018-08-10 00:00:00.000,12.7983784678177,41797871.87967074,1254769536.2944932,binancecoin
221,2018-08-11 00:00:00.000,12.11358961259276,36171939.486670256,1187631953.475633,binancecoin
222,2018-08-12 00:00:00.000,11.618145512548884,27714638.26755588,1139057974.7301908,binancecoin
223,2018-08-13 00:00:00.000,11.694878741985416,24651529.86560611,1146580999.5384166,binancecoin
224,2018-08-14 00:00:00.000,10.178611870369522,31812864.010185752,997924239.2948986,binancecoin
225,2018-08-15 00:00:00.000,9.449201891571713,36224247.49898638,926411943.9548184,binancecoin
226,2018-08-16 00:00:00.000,9.418462504204255,41585566.50176836,921186428.8367226,binancecoin
227,2018-08-17 00:00:00.000,9.730852563682792,22594540.30975015,953850715.212723,binancecoin
228,2018-08-18 00:00:00.000,10.751075931076976,33555593.86488575,1053876485.8238465,binancecoin
229,2018-08-19 00:00:00.000,9.860936317073683,25656187.347661328,966874895.0092156,binancecoin
230,2018-08-20 00:00:00.000,10.124606068033287,22197746.023062646,992587084.7509444,binancecoin
231,2018-08-21 00:00:00.000,9.625466853317972,16787875.720658563,943693188.2055234,binancecoin
232,2018-08-22 00:00:00.000,9.713725630887048,12817648.59682315,953355873.4485636,binancecoin
233,2018-08-23 00:00:00.000,9.44556479907381,23840137.30344975,925703864.3921478,binancecoin
234,2018-08-24 00:00:00.000,9.687856674489773,18542332.993283957,949767300.8707712,binancecoin
235,2018-08-25 00:00:00.000,10.19220422924062,23226435.65556217,999310962.5629731,binancecoin
236,2018-08-26 00:00:00.000,10.116143326212258,19246894.430856183,991833847.4279206,binancecoin
237,2018-08-27 00:00:00.000,10.220698245126185,21736940.26337487,1002050441.7720734,binancecoin
238,2018-08-28 00:00:00.000,11.217136212566013,44089488.6909342,1098483033.6596274,binancecoin
239,2018-08-29 00:00:00.000,11.468079442555544,41283575.48001553,1125039165.843925,binancecoin
240,2018-08-30 00:00:00.000,11.16314515297195,31013818.550187398,1094104885.3614154,binancecoin
241,2018-08-31 00:00:00.000,10.751839300850738,21800283.91221422,1054126747.2592542,binancecoin
242,2018-09-01 00:00:00.000,10.995130466994258,24038876.9935062,1078009887.447091,binancecoin
243,2018-09-02 00:00:00.000,11.41492430279447,29377789.487293564,1119133728.7589676,binancecoin
244,2018-09-03 00:00:00.000,11.283285001825329,21092376.2948701,1103821007.667432,binancecoin
245,2018-09-04 00:00:00.000,11.26149069224438,20047824.684722997,1104480872.4186783,binancecoin
246,2018-09-05 00:00:00.000,11.353571839312153,20353155.74760469,1113127809.777241,binancecoin
247,2018-09-06 00:00:00.000,10.118066180650224,27847012.56149943,989951404.5685349,binancecoin
248,2018-09-07 00:00:00.000,10.255965932194911,25161525.593694597,1006803552.134676,binancecoin
249,2018-09-08 00:00:00.000,9.972013784009796,18533999.781575136,977698540.9033676,binancecoin
250,2018-09-09 00:00:00.000,9.468553219298933,19639636.15074677,928309173.0905268,binancecoin
251,2018-09-10 00:00:00.000,9.503090271459822,14840544.845403723,931723647.3854008,binancecoin
252,2018-09-11 00:00:00.000,9.511179737687865,13934169.580504464,930452971.8574052,binancecoin
253,2018-09-12 00:00:00.000,9.348234582618948,21380693.61342372,916422641.7075168,binancecoin
254,2018-09-13 00:00:00.000,9.202946938855716,22734153.712239053,879018553.6451101,binancecoin
255,2018-09-14 00:00:00.000,9.613665899334356,26269982.667558763,918746987.4244486,binancecoin
256,2018-09-15 00:00:00.000,9.922363176511755,27479448.51282304,948229137.4680252,binancecoin
257,2018-09-16 00:00:00.000,10.11287927290796,29326748.4362028,965043148.9390482,binancecoin
258,2018-09-17 00:00:00.000,9.936509386210409,22681196.07350683,949061082.3781854,binancecoin
259,2018-09-18 00:00:00.000,9.366957077821224,22485356.719266515,894716967.8963991,binancecoin
260,2018-09-19 00:00:00.000,9.547476047037549,24273542.414302148,912577463.4329294,binancecoin
261,2018-09-20 00:00:00.000,9.609423514553267,25292364.05885539,917696686.2427154,binancecoin
262,2018-09-21 00:00:00.000,10.053751088997585,28762647.118524037,960259133.225042,binancecoin
263,2018-09-22 00:00:00.000,10.44713469781386,32382257.28774937,997832194.2530056,binancecoin
264,2018-09-23 00:00:00.000,10.316899615238905,20101459.323005877,985393112.9188972,binancecoin
265,2018-09-24 00:00:00.000,10.309682096098657,22670196.30052995,1488079900.899756,binancecoin
266,2018-09-25 00:00:00.000,10.04037692139452,19289806.5341558,1450237751.6537666,binancecoin
267,2018-09-26 00:00:00.000,9.790952200751304,17972383.461828545,1411896130.944883,binancecoin
268,2018-09-27 00:00:00.000,9.744685923910664,17926528.029457357,1407777728.6870413,binancecoin
269,2018-09-28 00:00:00.000,10.05583929347182,28072584.63510299,1452352372.6016555,binancecoin
270,2018-09-29 00:00:00.000,9.971699205104866,24743292.527872626,1440706057.7683766,binancecoin
271,2018-09-30 00:00:00.000,9.9682524021035,31593173.31839913,1440392829.020447,binancecoin
272,2018-10-01 00:00:00.000,10.01289672664453,22991399.075537898,1446314353.4252834,binancecoin
273,2018-10-02 00:00:00.000,9.960803048880347,21256339.95274277,1439680403.2376113,binancecoin
274,2018-10-03 00:00:00.000,10.339757754225667,36332455.628000565,1493274838.0802064,binancecoin
275,2018-10-04 00:00:00.000,10.283051458006351,37700291.34917717,1483326566.4389458,binancecoin
276,2018-10-05 00:00:00.000,10.306821029020991,33254200.5692766,1488751252.2480085,binancecoin
277,2018-10-06 00:00:00.000,10.65345098515146,41257129.723922886,1538461617.48646,binancecoin
278,2018-10-07 00:00:00.000,10.427393708153032,31728719.618392657,1506162297.8008811,binancecoin
279,2018-10-08 00:00:00.000,10.549876840678502,33499771.824365538,1523859036.0110536,binancecoin
280,2018-10-09 00:00:00.000,10.561256816628337,32549460.730528533,1525303120.0920768,binancecoin
281,2018-10-10 00:00:00.000,10.425519066863629,28417353.921548747,1505859403.4593775,binancecoin
282,2018-10-11 00:00:00.000,10.376374477563656,26768992.70812746,1493947357.8534448,binancecoin
283,2018-10-12 00:00:00.000,9.289349963291311,24124215.68335729,1341784372.8420258,binancecoin
284,2018-10-13 00:00:00.000,9.549568092900754,26037531.86750197,1379371138.4628596,binancecoin
285,2018-10-14 00:00:00.000,9.611285139513411,26140290.659200788,1388285752.4035623,binancecoin
286,2018-10-15 00:00:00.000,9.57871855879858,20781939.74881678,1384751890.523141,binancecoin
287,2018-10-16 00:00:00.000,10.46706458946105,47373536.67079606,1513996077.1498418,binancecoin
288,2018-10-17 00:00:00.000,10.151278523136256,30773523.868654568,1464680645.4870884,binancecoin
289,2018-10-18 00:00:00.000,10.120465869648518,35312865.019026786,1461507184.4319584,binancecoin
290,2018-10-19 00:00:00.000,9.850359939477936,29839206.55610928,1422818505.6963532,binancecoin
291,2018-10-20 00:00:00.000,9.851806399121577,25904760.119764447,1423197773.01452,binancecoin
292,2018-10-21 00:00:00.000,9.879532147513098,21715191.910345595,1426891232.791207,binancecoin
